id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
rec8MEwXzZOyroHld,L'Estagnon ,,,oui,sud,Le Tampon,"197  Chemin Henri Cabeu, 97418 Le Tampon - Pont d'Yves",,Hébergement,Chambre d'hôtes,Chambre d'hôte,Milieu rural,97418,La Plaine des Cafres,Pont d'Yves,"vue mer , linge de maison , parking , chauffage , jardin , espace de restauration , wifi gratuit , salle de bain privée , sanitaires privés , linge de toilette , Lit parapluie sur demande , douche , bibliothéque","épicerie,snack,commerce alimentaire,arrêt bus,transports en commun,pharmacie,boulangerie,Point chaud,médecin,tabac presse,coiffeur","Chèque,Virement,Espèces","français,créole",0262 59 96 89,,,,lestagnon@gmail.com,6,3 Epi(s),L'Estagnon propose 2 chambres d'hôtes labellisées Gîtes de France.,"Splendide vue sur les montagnes et sur la mer, à proximité de la maison du propriétaire. Les chambres sont aménagées avec goût et équipées de sanitaires privés.
Grand jardin et terrasse","De Saint-Benoît, prendre direction La Plaine des Palmistes, arrivé à Bourg Murat (ne pas prendre direction Bois Court au rond point de Bourg Murat), direction La Plaine des Cafres. Arrivée au village de La Plaine des Cafres, face à l’église et Leclerc, prendre à droite vers Bois Court. Rouler env. 3 km puis prendre à gauche chemin Henri Cabeu.(Foss PTT, COGOR,……..) Rouler env. 5 km 5 dans les pâturages et enfin  panneau Gîtes de France à droite.
De Saint Pierre, prendre direction Le Tampon, rouler jusqu’au village du 14ème. Au rond-point face à l’école prendre direction Pont d’Yves et rouler environ 3 km 5. Au village du Pont d’Yves (pharmacie du Pont d’Yves),  continuer tout droit et prendre direction chemin des Longoses, la Poste, et la mairie sur la droite juste devant l’épicerie .
Ou prendre la rue suivante chemin Henri Cabeu direction Bois Court (Stade, école). Rouler sur env. 2 km passer 2 grosses citernes, panneau Gîtes de France à gauche. ",,"Qualité Tourisme Ile de La Réunion,Gîtes de France",,,Mme Patricia Payet,44497081800019,"Mme Patricia Payet: 197 Chemin Henri Cabeu, 97418 La Plaine des Cafres - Pont d'Yves",Mme Patricia Payet : lestagnon@gmail.com - 0692 82 45 85,,,,,,,,,"-21.227767, 55.512305",,,,CSC126HTI,,,,,,,AD2R
rec07c8tTqu6IivCN,Chez Narvam,,,oui,sud,Saint-Joseph,"10  Chemin Patchane, 97480 Saint-Joseph - Langevin",,Restauration,Table d'hôtes,Table d'hôte,Milieu rural,97480,Saint-Joseph,Langevin,"parking , wifi , climatisation , grand espace , ventilateur","site - lieu culturel,pêche,riviere,sites touristiques,pharmacie","Chèque,Carte Bancaire,Espèces,Virement","français,créole",,0692 60 47 21,,,cheznarvam@gmail.com,30,,Chez Narvam est une table d'hôtes indo-réunionnaise située à deux pas de la rivière Langevin à l'ile de la Réunion.,"Nous vous proposons une cuisine indienne traditionnelle de la Réunion, dans un cadre unique. Le repas est servi dans des feuilles de bananes, de manière à ce que les hôtes se sentent intégrés dans la culture tamoule ""malbar"". En l'espace d'une journée vous vous sentirez dépaysés.","De saint-Pierre, direction Saint-Joseph, balance cannes, pont de Langevin, rond point à 200 m, prendre à gauche rue Terrain Galet, rouler jusqu'à la petite chapelle catholique blanche, prendre à gauche rue Patchane jusqu'au n°10.","Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,Mme Marie Dolaine Patchane Lacane,42035997800012,"Mme Marie Dolaine Patchane Lacane: 10 chemin Patchane, 97480 Saint-Joseph - Langevin",Mme Marie Dolaine Patchane Lacane : cheznarvam@gmail.com - 0692604721,,,,,,,,,"-21.3771106,55.6496277",,,,,,,,,,,AD2R
556d81ef,Zévi sur Mer,,,non,sud,Le Tampon,"42 Chemin des Bibassiers, 97430 Le Tampon - Bras de Pontho",,Hébergement,Location saisonnière,chambre,Milieu rural,97430,Le Tampon,Bras de Pontho,"barbecue , fer et planche à repasser , piscine , jardin , salle de bain privée , ventilateur , vue mer , linge de maison , wifi gratuit , micro-ondes , linge de toilette , douche , four , Cafetière , frigo , bibliothéque , cuisine équipée , Lit parapluie sur demande , petit déjeuner créole ou classique , parking sécurisé , cours clôturée","sentier de randonnée,riviere,arrêt bus,pharmacie,boulangerie,Point chaud,stade de foot","Virement,Espèces,Carte Bancaire","français,créole,portugais",,0692 27 13 19,,,jean-claude.boyer04@orange.fr,6,,Chambre d'hôte : Zévi sur Mer,"Nous mettons à disposition l’annexe de notre logement (3 chambres avec salle de bain privatives).
Vous aurez le choix entre la chambre océan, la chambre tropicale et la chambre volcan.
La chambre océan est une chambre PMR.
La chambre volcan peut accueillir trois adultes, ou deux adultes et un enfant.
(Si trois adultes, vous pourrez accéder à deux chambres. Si deux adultes et un enfant, la chambre volcan vous sera attribué.)
Les serviettes et draps de chambres sont fournis.
Les draps de plages sont non fournis.

Une cuisine extérieure équipée est à votre disposition.
Une piscine vous permettra de vous détendre avec une magnifique vue.
Vous trouverez aussi un salon de jardin ainsi que des transats sur la terrasse.

Nous accueillons uniquement un groupe à la fois ce qui vous permettra la privatisation de l'annexe.
L'habitation étant aussi notre résidence principal, nous utilisons aussi la cuisine extérieure.

Un pot de bienvenue vous sera offert.
Nous serons ravi de vous transmettre nos connaissances de l'île.

Le prix affiché est fonction du nombre de chambre occupé.",Entre Bras de Pontho et Pont d'Yves,,,2/2/2024,,Mr Jean-Claude BOYER,98187847300017,"Mr Jean-Claude BOYER: 42 Chemin de Bibassiers, 97430 Le Tampon ",Mr Jean-Claude BOYER : jean-claude.boyer04@orange.fr - 0692 27 13 19,,,,,,,,,"-21.239050, 55.501091",,,,CSC627HTO,,,,,,,
recjoDxtGoD2bd3Bi,Le Tropicana ,,,oui,sud,Saint-Joseph,"265  Rue Raphaël Babet, 97480 Saint-Joseph",,Restauration,Restaurant,Restaurant,Centre ville,97480,Saint-Joseph,,"jardin , ventilateur","sentier de randonnée,pêche,centre commercial,parking public,site - lieu culturel,point de vue panoramique","Carte Bancaire,Chèque,Chèques vacances,Espèces","français,créole",0262 56 53 19,,,,,30,,,"Situé au centre ville de Saint-Joseph, le restaurant ""Le Tropicana"" propose une cuisine créole et européenne.",Prendre direction Saint-Joseph jusqu'au centre ville. Le restaurant est en face du CCAS.,,,,,Mme Laure Reine Chane-kong,32198346200011,"Mme Laure Reine Chane-kong: 265 Rue Raphaël Babet, 97480 Saint-Joseph ",Mme Laure Reine Chane-kong : - 0262565319,,,,,,,,,"-21.378791, 55.618505",,,,,,,,,,,
recLSEKIadiZqbjqs,Le Jubilé Des O,,,oui,sud,Saint-Joseph,"218  rue Jules Hoareau, 97480 Saint-Joseph - La Plaine des Grègues",,Restauration,Restaurant,Restaurant,Village,97480,Saint-Joseph,La Plaine des Grègues,,,"Chèque,Espèces",français,,0692 63 98 17,,,nikolas974@outlook.fr,15,,,"Situé à La Plaine des Grègues dans les hauts de Saint-Joseph, le restaurant Le Jubilé propose une cuisine créole et chinoise.
Le restaurant dispose d'une terrasse couverte d'une capacité de 10 couverts, d'un espace repas dans le jardin de 10 couverts. 2 menus du jour  sont proposés.
Possibilité de préparer des caris sur place selon les produits disponibles.
Ouvert du lundi soir au dimanche midi de 11h30à 14h30 et de 18h30 à 20h. ","De Saint-Pierre ou de Saint-Philippe, direction Plaine des Grègues. Au centre du village de la Plaine des Grègues, le restaurant se situe en face de la croix jubilé.",,,,,Mr Daniel Chane Kuen,83930736000017,"Mr Daniel Chane Kuen: 218 rue Jules Hoareau, 97480 Saint-Joseph ",Mr Daniel Chane Kuen : nikolas974@outlook.fr - 0692639817,,,,,,,,,"-21.330028, 55.606131",,,,,,,,,,,AD2R
rec7uNHsQPt5wZPCY,Le Gadjak ,,,oui,sud,Entre-Deux,"1  Rue Fortune Hoarau, 97414 Entre-Deux",,Restauration,Restaurant,Restaurant,"Centre ville,Village",97414,Entre-Deux,,"terrasse , ventilateur","commerce alimentaire,parking public,arrêt bus,poste - boite aux lettres,station essence,Centre - Ville,pharmacie,boulangerie,transports en commun,commerces,pâtisserie,banque - guichet automatique,médecin,Point chaud,tabac presse,sites touristiques,piscine municipale","Carte Bancaire,Chèque,Tickets restaurant,Espèces","français,anglais",,0692410369,,,tboram@hotmail.fr,30,,"Cuisine traditionnelle créole, grillades, viandes et poissons frais situé à l'Entre-Deux dans une charmante bâtisse créole classée au patrimoine de France","Restaurant situé au centre ville de l'Entre-Deux dans une vieille case créole qui a plus d'un siècle et demi. 
Le Gadjak propose des plats du jour de cuisine traditionnelle créole, des grillades poissons frais et suggestions de plats du monde.
Ouvert du lundi au vendredi de 11h30 à 14h et du lundi au jeudi de 18h30 à 20h30. Fermé vendredi soir samedi et dimanche","Centre ville de l'Entre-Deux, vieille case créole en bardeau avec des volets rouges, face à la mairie","Lundi , Mardi , Mercredi , Jeudi",,,,Mr Raphaël Thebault,51032265400029,"Mr Raphaël Thebault: 1 Rue Fortune Hoarau, 97414 Entre-Deux ",Mr Raphaël Thebault : tboram@hotmail.fr - 0692410369,,,,,,,,,"-21.249172, 55.470389",,,,,,,,,,,AD2R
recWGlho5lzql7U3w,Le Coq d'Or ,,,oui,sud,Saint-Joseph,"57  Route de Grand Coude, 97480 Saint-Joseph",,Restauration,Restaurant,Restaurant,Village,97480,Saint-Joseph,,,,"Chèque,Espèces",français,,,,,lecoqdor57@gmail.com,,,,"Dans la commune de Saint-Joseph, le restaurant Le Coq d'Or propose une cuisine créole.",,,,,,,,"57 Route de Grand Coude, 97480 Saint-Joseph ",lecoqdor57@gmail.com - 0692728145,,,,,,,,,"-21.333694, 55.632986",,,,,,,,,,,AD2R
recQleTGwDegkThgA,La Récrée Idéale by Ludo ,,,oui,sud,Saint-Joseph,"37  Rue Hippolyte Foucque, 97480 Saint-Joseph",https://www.facebook.com/profile.php?id=100063776820555,Restauration,Restaurant,Snack-bar,,97480,Saint-Joseph,,,centre commercial,,français,0262401923,,,,ludo974huand@gmail.com,,,"Situé à Saint-Joseph, La Récrée Idéale propose des sandwichs, tacos, hamburgers, salades, viennoiseries ... ","Sandwichs traditionnels servis sur planche d’ardoise !Ouvert le lundi de 9h à 20h30, du mardi au jeudi de 6h30 à 13h et de 17h30 à 21 et le vendredi et le samedi de 6h30 à 13h et de 17h30 à 21h30.",,"Mardi , Mercredi , Jeudi",,,,Mr LUDOVIC HUET,,"Mr LUDOVIC HUET: 37 Rue Hippolyte Foucque, 97480 Saint-Joseph ",Mr LUDOVIC HUET : ludo974huand@gmail.com - 0262401923,,,,,,,,,"-21.374549, 55.624545",,,,,,,,,,,
rectYxHpmY1O4G5QB,La Table des Randonneurs ,,,oui,sud,Saint-Joseph,"17 Chemin des Badiannes - Jacques Payet-, 97480 Saint-Joseph",,Restauration,Table d'hôtes,Table d'hôte,Milieu rural,97480,Saint-Joseph,,"jardin , parking","sentier de randonnée,sentier de grande randonnée,commerce alimentaire,riviere,parking public","Chèque,Espèces","français,créole",,0692617347,,,grondintdr@gmail.com,25,,"Niché aux abords de la forêt, ce lieu calme et verdoyant dispose d'une table d'hôte.","La table d'hôte propose une cuisine traditionnelle au feu de bois. Spécialités : produits de la ferme (canard fumé aux vacoas, porc palmiste, mousse à la patate douce, café grillé au feu de bois, légumes du jardin).","Prendre direction Saint-Joseph. Arrivée à Vincendo, prendre la D37, suivre la signalétique jusqu'au village Jacques Payet, prendre le chemin Barbadine.",,,,,Mme Marie Michèle Grondin,44464876000015,"Mme Marie Michèle Grondin: 17 Chemin Barbadines, 97480 Saint-Joseph ",Mme Marie Michèle Grondin : grondintdr@gmail.com - 0692237622,,,,,,,,,"-21.344833, 55.686111",,,,,,,,,,,AD2R
recOgVXEaxn2YOO2r,Chez Jim,,,oui,sud,Saint-Joseph,"194  route de la passerelle, 97480 Saint-Joseph - Langevin",,Restauration,Restaurant,Snack-bar,Village,97480,Saint-Joseph,Langevin,"parking , terrasse , espace de restauration , vue rivière , Propose des snacks , repas traditionnels","sentier de grande randonnée,pêche,riviere,arrêt bus,poste - boite aux lettres","Chèque,Espèces","français,créole",0262 56 56 01,,,,restojim97480@gmail.com,70,,Restaurant Chez Jim - SA LÉ BON 😄,"Situé dans le Sud Sauvage, dans le quartier de Langevin à Saint-Joseph, le snack Chez Jim propose une cuisine créole.
Plusieurs plats du jour sont proposés. Repas sur place et à emporter.

Menu boisson et dessert dans la galerie photo",Rivière Langevin,"Lundi , Mardi , Jeudi , Vendredi",,,,Mr Fabrice Boyer,84417023300010,"Mr Fabrice Boyer: 194 route de la passerelle, 97480 Saint-Joseph ",Mr Fabrice Boyer : boyermatho@gmail.com - 0262565601,,,,,,,,,"-21.362107, 55.647607",,,,,,,,,,,AD2R
recyo9vN3jZJkMCaG,Ferme Auberge Desprairies,,,oui,sud,Saint-Joseph,"44 Route de Matouta, 97480 Saint-Joseph - Matouta",http://www.ferme-auberge-desprairies.com,Restauration,Auberge,Ferme auberge,Milieu rural,97480,Saint-Joseph,Matouta,"jardin , parking , wifi , salle de bain privée , sanitaires privés , TV , climatisation","sentier de randonnée,sentier de grande randonnée,parking public,point de vue panoramique","Chèque,Espèces","français,créole,anglais",0262372027,,,,matouta@wanadoo.fr,80,,"Au bout du monde, niché dans une végétation tropicale, sur une terre basaltique très fertile, près d'une ravine et au dessous du plus haut volcan de l'île.","Située à mi-chemin entre Saint-Philippe et Saint-Joseph, sur les versants boisés du volcan, la ferme auberge Desprairies propose 6 chambres toutes équipées, au cœur d'une végétation tropicale, et une salle de restauration (sur commande). Petit déjeuner inclus dans la nuitée. Les légumes ainsi que les viandes viennent de la ferme qui adhère au réseau Bienvenue à la Ferme. Productions de la ferme : élevage divers, maraîchage et fruits oubliés, palmiste.  
Spécialités: feuilletés de palmiste, canard fumé aux petits légumes, mousse de patate douce ou manioc avec coulis de goyavier. Tarif: adulte : 20 €, enfant (moins de 10 ans) : 10 € et enfant (moins de 5 ans) : 5 €.","En venant de l'Est : 2 km après la sortie de Basse Vallée, prendre la D37 sur la droite et suivre les panneaux directionnels. En venant du Sud : 200 m après panneau d'agglomération de Vincendo, prendre la D37 et suivre les panneaux directionnels.",,Bienvenue à la ferme,,,Mr Willy Desprairies,42181946700018,"Mr Willy Desprairies: 44 Chemin Matouta, 97480 Saint-Joseph - Matouta",Mr Willy Desprairies : matouta@wanadoo.fr - 0262372027,,,,,,,,,"-21.360783, 55.700915",,,,,,,,,,,AD2R
recJ0tP4935MwgGZ2,Le Bel Air ,,,oui,sud,Saint-Joseph,"39  Rue Lesquelin, 97480 Saint-Joseph - Les Lianes",,Restauration,Auberge,Ferme auberge,Milieu rural,97480,Saint-Joseph,Les Lianes,"jardin , parking",,"Chèque,Espèces",français,,0692691247,,,yanis.folio@yahoo.com,80,,Saveurs et traditions dans les hauts de Saint-Joseph,"Situé sur les hauteurs de Saint-Joseph, dans un cadre agréable et chaleureux, la ferme auberge Le Bel Air propose une cuisine traditionnelle réunionnaise, élevage “la cour” et légumes de l’exploitation.  Vue imprenable sur le littoral. 
Ouvert tous les jours, midis et soirs. Réservation obligatoire, minimum 48h avant.",,"Lundi , Mardi , Mercredi , Jeudi , Samedi , Dimanche",Bienvenue à la ferme,,,Mr Yanis Folio,,"Mr Yanis Folio: 39 Rue Lesquelin, 97480 Saint-Joseph ",Mr Yanis Folio : yanis.folio@yahoo.com - 0692691247,,,,,,,,,"-21.343823, 55.605848",,,,,,,,,,,AD2R
72b22ee7,La Roche Kas'Kou,,,non,sud,Saint-Joseph,"126 A Boulevard de l'Océan Manapany, 97480 Saint-Joseph - Manapany-Les-Bains",,Hébergement,Location saisonnière,Bungalow & Chalet,Littoral,97480,Saint-Joseph,Manapany-Les-Bains,"baignoire , dressing , sèche-cheveux , parking , salon de jardin , barbecue , bouilloire , four , micro-ondes , fer et planche à repasser , plaque de cuisson , Cafetière , cuisine équipée , jardin , salle de bain privée , vue montagne , vue mer , TV , Lit parapluie sur demande , serviettes.","sentier de randonnée,Bassin de Manapany,arrêt bus,Restauration","Chèque,Espèces,Virement,airbnb,Le bon coin","français,créole",,0692 85 16 94,,,a.mondon974@gmail.com,4,3 Etoile(s),Bungalow en bord de mer à Manapany les bains,"Implanté dans un jardin privatif arboré et sécurisé le chalet comporte 2 chambres climatisées avec salle d'eau intégrée de plein pied, une terrasse coté mer, un deck avec barbecue coté montagne, un WC indépendant, une cuisine équipée (four traditionnel, four M.O, plaque induction, réfrigérateur double portes, cafetière nespresso) .
Horaires flexibles",Manapany les Bains,,,20/4/2023,,Mr Alain MONDON,35355633500027,"Mr Alain MONDON: 34 Rue des Ormeaux la Saline les bains, 97434 Saint-Paul ",Mr Alain MONDON : a.mondon974@gmail.com - 0692851694,,,,,,,,,"-21.372447, 55.588303",,,,CSC568HTS,,,,,,,
recE5pXjJa4NwgWXw,Le Tagine ,,,oui,sud,Saint-Joseph,"23 Chemin De La Marine, 97480 Saint-Joseph - Vincendo",,Restauration,Restaurant,Restaurant,Milieu rural,97480,Saint-Joseph,Vincendo,"jardin , parking , wifi gratuit , climatisation","plage,sentier de randonnée,pêche,centre commercial,parking public,point de vue panoramique","Carte Bancaire,Chèque,Chèques vacances,Tickets restaurant,Espèces","français,créole,anglais,espagnol",,,,,,100,,Des accents méditerranéens au Sud de la Réunion.,"Situé dans le village de Vincendo, Le Tagine prose des sandwiches, des repas, des pizzas mais également sur commande   couscous, tagines et paellas.
Salle de réception pour banquet, mariage, communion, baptême, repas d’affaire, etc. 
Fermé le dimanche soir.","Prendre la direction de Saint-Joseph puis Vincendo. A Vincendo, prendre le chemin de la Marine.",,,,,Mr Samuel Valery,41763598400046,"Mr Samuel Valery: 23 Rue De La Marine, 97480 Saint-Joseph - Vincendo",Mr Samuel Valery : samvalery9@gmail.com - 0692885924,,,,,,,,,"-21.376285, 55.668619",,,,,,,,,,,
92e84c52,Appartement Hubert Delisle,,,non,sud,Le Tampon,"348 rue Hubert Delisle, 97430 Le Tampon",,Hébergement,Location saisonnière,Appartement,,97430,Le Tampon,,"fer et planche à repasser , Lit parapluie sur demande , plaque de cuisson , grille-pain , Cafetière , bouilloire , frigo , cuisine équipée , wifi , ventilateur , chauffage , sèche-cheveux , accès internet , TV , linge de maison , lave linge privatif , linge de toilette , parking","restaurants,Laverie,arrêt bus,Centre - Ville,commerce alimentaire","Espèces,Virement,booking,airbnb",français,,,,,floetjplocation974@gmail.com,4,,"T2 au rez de chaussée, parking privé et wifi haut débit","Cet appartement est situé à 2 mn du centre-ville du Tampon et 10 mn à pied.

Une petite terrasse pour profiter du bon air vous rafraichirait après une journée très ensoleillée. 
Une connexion haut débit vous permettra de donner de vos nouvelles à vos familles et amis dans de bonnes conditions. 

1 lit bébé pliant peut être mis à disposition sur demande. 

Pour un côté pratique, un commerce de proximité, avec blanchisserie et nettoyage à sec est installé juste en face, ainsi que des points de restauration, garage automobile...en résumé, pas mal de commodités.

Une caution sera à régler à la remise des clés, qui vous sera remboursée en totalité si aucune casse n'est à déplorer. 

Le ménage est effectué avant et sera de nouveau effectué à la fin du séjour moyennant un forfait qui sera à régler à votre arrivée. 

Nous nous ferons un plaisir de vous accueillir et vous aiguiller sur les différentes activités et sites à visiter sur notre belle ile intense. 

Nous aménagerons les heures d'arrivée et de sortie selon les disponibilités. Nous ferons de notre mieux pour rendre votre séjour le plus agréable possible. 

N'hésitez surtout pas à nous solliciter si vous avez la moindre information manquante pour vous décider.

Location à partir de 3 nuits minimum",,,,4/1/2024,,Mr Amédée Jean Pierre RIFOSTA,89128337600012,"Mr Amédée Jean Pierre RIFOSTA: 84 Chemin Balzamine - Bois d'Olives, 97432 La Ravine des Cabris ",Mr Amédée Jean Pierre RIFOSTA : amedee.rifosta@laposte.net - 0693 70 23 65,,,,,,,,,"-21.272564, 55.512309",,,,CSC630HTI,,,,,,,
c07c5e9a,Appartement Jules Bertaut,,,non,sud,Le Tampon,"238 rue Jules Bertaut, 97430 Le Tampon",,Hébergement,Location saisonnière,Appartement,,97430,Le Tampon,,"parking sécurisé , fer et planche à repasser , plaque de cuisson , grille-pain , Cafetière , bouilloire , frigo , micro-ondes , four , cuisine équipée , Lit parapluie sur demande , canapé lit , linge de maison , lave linge privatif , linge de toilette , salle de bain privée , baignoire , sèche-cheveux , garage , vue montagne , vue mer , ventilateur , salon , TV , wifi gratuit","boulangerie,Centre - Ville","Espèces,Virement,booking,airbnb",français,,,,,floetjplocation974@gmail.com,4,,"T2 avec garage et wifi haut débit, accessible PMR avec ascenseur","Pour vos vacances ou déplacements divers, nous vous proposons notre spacieux T2 de 58m², situé au 2ème étage avec ascenseur et accessible aux PMR. 
1 box fermé au sous-sol est également à disposition pour votre véhicule.
L'appartement peut accueillir 4 personnes et est agencé comme suit : 
* 1 grande chambre avec placard intégré. 
* 1 salon/séjour avec un clic-clac. 
* 1 cuisine aménagée et équipée. 
* 1 salle de bain, avec baignoire. 
* 1 wc séparé. 
1 berceau pliant de 120/60 cm ou 1 matelas gonflable 130/190 cm est disponible sur demande. 
Le linge de maison, la lessive pour le lave-linge, du café moulu de la Réunion, des dosettes Senseo, du thé, du sucre, ainsi que les produits d'entretien sont fournis. 

Appartement situé à 5 mn du centre-ville du Tampon et 15 mn à pied. 

Une caution sera à régler à la remise des clés, qui vous sera remboursée en totalité si aucune casse n'est à déplorer.
Le ménage est effectué avant et sera de nouveau effectué à la fin du séjour moyennant un forfait qui sera à régler à votre arrivée.

Les heures d'entrée et de sortie peuvent être flexibles selon les disponibilités. Nous ferons de notre mieux pour rendre votre séjour le plus agréable possible. 

N'hésitez surtout pas à nous solliciter si vous avez la moindre information manquante pour vous décider. 

L'accès au bâtiment, côté piéton, est sécurisé par digicode et badge, et l’accès au box pour voiture en sous-sol par une barrière électrique à télécommande. 

Une vue montagne agrémentera vos journées ensoleillées. Une petite vue mer depuis la grande fenêtre du séjour vous aidera à vous décider entre une sortie plage ou montagne.

Réservation de 3 nuits minimum",,,,4/1/2024,,Mr Amédée Jean Pierre RIFOSTA,89128337600012,"Mr Amédée Jean Pierre RIFOSTA: 84 Chemin Balzamine - Bois d'Olives, 97432 La Ravine des Cabris ",Mr Amédée Jean Pierre RIFOSTA : amedee.rifosta@laposte.net - 0693 70 23 65,,,,,,,,,"-21.272863, 55.524772",,,,CSC629HTQ,,,,,,,
rechsrpWpaPBLT7WZ,Le Malmany ,,,oui,sud,Saint-Joseph,"6, chemin Boulanger - Jean Petit-, 97480 Saint-Joseph - Grand Coude",,Restauration,Table d'hôtes,Table d'hôte,"Village,Montagne,Milieu rural",97480,Saint-Joseph,Grand Coude,jardin,"sentier de randonnée,tennis,riviere,centre commercial,parking public,site - lieu culturel,point de vue panoramique","Chèque,Espèces","français,créole,anglais",0262722003,,,,malmany@hotmail.fr,100,,,"La table de Jean Jules est un mélange de tradition et de créativité à base de saveurs du terroir et de produits de la ferme : brèdes chouchou en crêpes fourrées, chou de choca bleu nature ou au boucané, desserts aux saveurs des fruits lontan (patate douce, manioc, songe cambare...).
Les repas s'apprécient au son de la guitare du maître de maison, amoureux des mélodies d'hier et d'aujourd'hui...
Sur réservation.","Dans le village de Grand Coude, passer devant la salle de l’usine à Thé, jusque dans le haut du village. Prendre à droite la route du Chemin Safer. Suivre le fléchage jusqu’à la structure. Sur le chemin Géranium à la première intersection prendre tout droit. A la seconde, prendre à gauche jusqu'au restaurant.",,,,,Mr Jean Jules Morel,79246334100026,"Mr Jean Jules Morel: Chemin des Geraniums, 97480 Saint-Joseph ",Mr Jean Jules Morel : malmany@hotmail.fr - 0692204849,,,,,,,,,"-21.283707, 55.636281",,,,,,,,,,,AD2R
recS8eNGPOw7ATrRy,Le Tangor ,,,oui,sud,Saint-Joseph,"234  Rue Jules Hoareau, 97480 Saint-Joseph - La Plaine des Grègues",,Restauration,Restaurant,Restaurant,Village,97480,Saint-Joseph,La Plaine des Grègues,"terrasse , parking , wifi",,"Carte Bancaire,Chèque,Espèces,Tickets restaurant","français,créole",0262562646,,,,maison-du-curcuma@orange.fr,30,,"Situé dans le Sud Sauvage à La Plaine des Grègues dans la commune de Saint-Joseph, le restaurant Le Tangor propose une cuisine créole à base de produits locaux ou de la ferme et d'épices de la Maison du Curcuma.","Le cadre est agréable et soigné, aussi bien sur la terrasse fleurie de cette jolie maison créole, qu'à l'intérieur dans une salle chaleureuse avec parquets et poutres apparentes",,"Lundi , Jeudi , Vendredi , Samedi , Dimanche",,,,Boyer,,"Boyer: 234 Rue Jules Hoareau, 97480 Saint-Joseph ",Boyer : maison-du-curcuma@orange.fr - 0692677628,,,,,,,,,"-21.328474, 55.607383",,,,,,,,,,,AD2R
rec5VZhd6zBZNeCk5,La Cascade ,,,oui,sud,Le Tampon,"0 Grand Bassin, 97418 Le Tampon - Grand Bassin",,Hébergement,Gîte d'étape et de randonnée,Gîte de randonnée,"Village,Montagne",97418,La Plaine des Cafres,Grand Bassin,"vue rivière , jardin , salle de bain commune , sanitaires communs , vue montagne , grand espace , linge de maison , restauration , linge de toilette , douche , serviettes. , cuisine au bois","sentier de randonnée,sentier de grande randonnée,riviere,parking public,point de vue panoramique,forêt,restaurants",Espèces,"français,créole,anglais,allemand",,0692 28 59 12,,,gitecascade974@gmail.com,20,,Gite de la Cascade,"Situé à Grand Bassin à la  Plaine des Cafres, la Cascade dispose de 4 chambres doubles
1 dortoir de 5 + 1 de 6 pax
3 chambres doubles + 1 chambre triple 
2 sanitaires + 2 salle de bains partagées",Grand Bassin,,,,,Mme Marie Hélène Nativel,,"Mme Marie Hélène Nativel: Grand Bassin, 97418 La Plaine des Cafres ",Mme Marie Hélène Nativel : gitecascade974@gmail.com - 0692765281,,,,,,,,,"-21.182431, 55.533865",,,,CSC117HTI,,,,,,,AD2R
