path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
PeriodeOuvertures.lundiheurefin1,relation,PeriodeOuvertures,lundiheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.lundiheurefin2,relation,PeriodeOuvertures,lundiheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mardiheuredebut1,relation,PeriodeOuvertures,mardiheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mardiheuredebut2,relation,PeriodeOuvertures,mardiheuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mardiheurefin1,relation,PeriodeOuvertures,mardiheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mardiheurefin2,relation,PeriodeOuvertures,mardiheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mercrediheuredebut1,relation,PeriodeOuvertures,mercrediheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mercrediheuredebut2,relation,PeriodeOuvertures,mercrediheuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mercrediheurefin1,relation,PeriodeOuvertures,mercrediheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.mercrediheurefin2,relation,PeriodeOuvertures,mercrediheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.Ordre,relation,PeriodeOuvertures,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PeriodeOuvertures.Precisionssurlesfermetures,relation,PeriodeOuvertures,Precisionssurlesfermetures,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PeriodeOuvertures.Precisionssurlesouvertures,relation,PeriodeOuvertures,Precisionssurlesouvertures,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.samediheuredebut1,relation,PeriodeOuvertures,samediheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.samediheuredebut2,relation,PeriodeOuvertures,samediheuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.samediheurefin1,relation,PeriodeOuvertures,samediheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.samediheurefin2,relation,PeriodeOuvertures,samediheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.SyndicObjectId,relation,PeriodeOuvertures,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PeriodeOuvertures.vendrediheuredebut1,relation,PeriodeOuvertures,vendrediheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.vendrediheuredebut2,relation,PeriodeOuvertures,vendrediheuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.vendrediheurefin1,relation,PeriodeOuvertures,vendrediheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.vendrediheurefin2,relation,PeriodeOuvertures,vendrediheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
Photos.Datedefindutilisation,relation,Photos,Datedefindutilisation,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_photo,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Rights/publication filtered
Photos.ID,relation,Photos,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Photos.Licencecreativecommons,relation,Photos,Licencecreativecommons,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Photos.Ordre,relation,Photos,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Photos.Photo,relation,Photos,Photo,restauration,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Photos.Photo.Credit,relation,Photos,Photo.Credit,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_photo,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Rights/publication filtered
Photos.Photo.MediaID,relation,Photos,Photo.MediaID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_photo,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Rights/publication filtered
Photos.Photo.Titre,relation,Photos,Photo.Titre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_photo,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Rights/publication filtered
Photos.Photo.Url,relation,Photos,Photo.Url,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_photo,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Rights/publication filtered
Photos.SyndicObjectId,relation,Photos,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationProximites.ID,relation,PrestationProximites,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationProximites.Ordre,relation,PrestationProximites,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationProximites.SyndicObjectId,relation,PrestationProximites,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationProximites.ThesCode,relation,PrestationProximites,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PrestationProximites.ThesID,relation,PrestationProximites,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationProximites.ThesLibelle,relation,PrestationProximites,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PrestationProximites.ThesOrdre,relation,PrestationProximites,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationProximites.ThesPicto,relation,PrestationProximites,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsActivites.ID,relation,PrestationsActivites,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsActivites.Ordre,relation,PrestationsActivites,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsActivites.SyndicObjectId,relation,PrestationsActivites,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsActivites.ThesCode,relation,PrestationsActivites,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PrestationsActivites.ThesID,relation,PrestationsActivites,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsActivites.ThesLibelle,relation,PrestationsActivites,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PrestationsActivites.ThesOrdre,relation,PrestationsActivites,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsActivites.ThesPicto,relation,PrestationsActivites,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsEquipementss.ID,relation,PrestationsEquipementss,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsEquipementss.Ordre,relation,PrestationsEquipementss,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsEquipementss.SyndicObjectId,relation,PrestationsEquipementss,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsEquipementss.ThesCode,relation,PrestationsEquipementss,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_amenity + ref_amenity,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
PrestationsEquipementss.ThesID,relation,PrestationsEquipementss,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PrestationsEquipementss.ThesLibelle,relation,PrestationsEquipementss,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_amenity + ref_amenity,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
PrestationsEquipementss.ThesOrdre,relation,PrestationsEquipementss,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
PrestationsEquipementss.ThesPicto,relation,PrestationsEquipementss,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reseauxsociauxs.codeembed,relation,Reseauxsociauxs,codeembed,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Reseauxsociauxs.ID,relation,Reseauxsociauxs,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Reseauxsociauxs.Ordre,relation,Reseauxsociauxs,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reseauxsociauxs.SyndicObjectId,relation,Reseauxsociauxs,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Reseauxsociauxs.Typedeplateforme.ThesCode,relation,Reseauxsociauxs,Typedeplateforme.ThesCode,hebergement,feed_specific,object_web_channel + ref_code_social_network,public_social_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public URLs only
Reseauxsociauxs.Typedeplateforme.ThesID,relation,Reseauxsociauxs,Typedeplateforme.ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Reseauxsociauxs.Typedeplateforme.ThesLibelle,relation,Reseauxsociauxs,Typedeplateforme.ThesLibelle,hebergement,feed_specific,object_web_channel + ref_code_social_network,public_social_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public URLs only
Reseauxsociauxs.Typedeplateforme.ThesOrdre,relation,Reseauxsociauxs,Typedeplateforme.ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reseauxsociauxs.Typedeplateforme.ThesPicto,relation,Reseauxsociauxs,Typedeplateforme.ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reseauxsociauxs.URL,relation,Reseauxsociauxs,URL,hebergement,feed_specific,object_web_channel + ref_code_social_network,public_social_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public URLs only
Reservations.ID,relation,Reservations,ID,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Reservations.Lien,relation,Reservations,Lien,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_web_channel,public_booking_url,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public booking channels
Reservations.Listeplateforme.ThesCode,relation,Reservations,Listeplateforme.ThesCode,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Reservations.Listeplateforme.ThesID,relation,Reservations,Listeplateforme.ThesID,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Reservations.Listeplateforme.ThesLibelle,relation,Reservations,Listeplateforme.ThesLibelle,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Reservations.Listeplateforme.ThesOrdre,relation,Reservations,Listeplateforme.ThesOrdre,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reservations.Listeplateforme.ThesPicto,relation,Reservations,Listeplateforme.ThesPicto,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reservations.Ordre,relation,Reservations,Ordre,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Reservations.SyndicObjectId,relation,Reservations,SyndicObjectId,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Restaurateurcertifies.Expertaccrediteprestationliee,relation,Restaurateurcertifies,Expertaccrediteprestationliee,restauration,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Restaurateurcertifies.ID,relation,Restaurateurcertifies,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Restaurateurcertifies.Ordre,relation,Restaurateurcertifies,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Restaurateurcertifies.SyndicObjectId,relation,Restaurateurcertifies,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Structure.Address1,relation,Structure,Address1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Address2,relation,Structure,Address2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Address3,relation,Structure,Address3,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.City,relation,Structure,City,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Country,relation,Structure,Country,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Email,relation,Structure,Email,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.EmailName,relation,Structure,EmailName,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Name,relation,Structure,Name,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Phone,relation,Structure,Phone,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Postcode,relation,Structure,Postcode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.SyndicStructureId,relation,Structure,SyndicStructureId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Structure.Url,relation,Structure,Url,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
Tarifs.Capacites,relation,Tarifs,Capacites,loisir_plein_air|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.complementtarifs,relation,Tarifs,complementtarifs,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.Datedebutaffichage,relation,Tarifs,Datedebutaffichage,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.Datedebutvalidite,relation,Tarifs,Datedebutvalidite,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.Datefinaffichage,relation,Tarifs,Datefinaffichage,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.Datefinvalidite,relation,Tarifs,Datefinvalidite,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.ID,relation,Tarifs,ID,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Tarifs.IntituleTarifs,relation,Tarifs,IntituleTarifs,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.IntituleTarifs.ThesCode,relation,Tarifs,IntituleTarifs.ThesCode,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.IntituleTarifs.ThesID,relation,Tarifs,IntituleTarifs.ThesID,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Tarifs.IntituleTarifs.ThesLibelle,relation,Tarifs,IntituleTarifs.ThesLibelle,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.IntituleTarifs.ThesOrdre,relation,Tarifs,IntituleTarifs.ThesOrdre,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Tarifs.IntituleTarifs.ThesPicto,relation,Tarifs,IntituleTarifs.ThesPicto,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Tarifs.MaximumEuro,relation,Tarifs,MaximumEuro,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.MinimumEuro,relation,Tarifs,MinimumEuro,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.Nom,relation,Tarifs,Nom,hebergement|loisir_plein_air|transport,shared,object_price + price references,stable_public_price,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical price
Tarifs.Nombredenuits,relation,Tarifs,Nombredenuits,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.Ordre,relation,Tarifs,Ordre,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Tarifs.Saisonnalite,relation,Tarifs,Saisonnalite,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
